step	nodes	edges	singletons	connected	avg_degree	degree_distribution	diameter	avg_clustering_coefficient	cc_count	avg_cc_size	max_cc_size	max_cc_id	cc_std_dev	com_count	avg_com_size	max_com_size	max_com_id	min_com_size	min_com_id	std_com_dist	modularity	com_modularity	iterations	iteration_modularities
40	1281	2209	288	993	3.4488680362701416	288,202,133,138,115,116,87,58,28,31,16,26,14,6,4,5,5,2,5,2,	16.0	0.4836912260440942	456	2.8092105	39	2	2.8092105	493	2.5983772	34	45	1	13327	4.254237	0.9684001884549437	0.8467281980113054	1	0.8467281980113054,
41	1279	2209	291	988	3.454261064529419	291,192,148,126,121,113,76,69,28,30,14,28,14,7,1,6,3,5,7,	19.0	0.4850152663057967	458	2.7925763	44	5	2.7925763	493	2.5943205	39	45	1	13630	4.368881	0.9663959590801137	0.8488577429549196	1	0.8488577429549196,
42	1283	2225	285	998	3.468433380126953	285,201,148,124,119,109,82,70,26,36,11,26,16,9,4,3,5,2,7,	19.0	0.4803016704740604	453	2.8322296	48	13	2.8322296	493	2.6024342	42	45	1	14086	4.426931	0.9627531877288211	0.8427090518873873	1	0.8427090518873873,
43	1288	2260	284	1004	3.5093166828155518	284,198,149,125,118,105,88,74,26,36,14,21,18,8,6,4,5,4,4,1,	27.0	0.4813320966291709	451	2.8558757	79	14	2.8558757	492	2.617886	43	45	1	14324	4.4410973	0.95473098911426	0.8390562103531987	1	0.8390562103531987,
44	1292	2276	280	1012	3.5232198238372803	280,205,142,127,118,119,83,68,29,31,17,22,17,11,6,5,2,4,2,4,	33.0	0.48152676753994506	449	2.8775055	96	5	2.8775055	491	2.6313646	43	45	1	14555	4.4717426	0.9543054135612401	0.8349794485747208	1	0.8349794485747208,
45	1295	2286	283	1012	3.5305018424987793	283,204,142,128,120,118,75,73,35,25,18,23,16,4,12,7,3,2,3,2,2,	30.0	0.4843549303124716	453	2.8587196	96	5	2.8587196	488	2.6536884	44	45	1	14860	4.4992523	0.9555022813749342	0.8492528219624348	1	0.8492528219624348,
46	1302	2327	290	1012	3.574500799179077	290,200,143,117,127,125,69,71,38,27,22,22,11,8,11,1,6,4,2,3,3,2,	32.0	0.4936632229440865	463	2.812095	96	5	2.812095	489	2.6625767	44	45	1	15375	4.5080357	0.9548812182024887	0.8566417953033167	1	0.8566417953033167,
47	1303	2330	291	1012	3.576362133026123	291,196,145,122,133,114,78,63,31,33,23,23,6,15,8,3,2,7,3,1,5,1,	34.0	0.4981809617102896	464	2.8081896	100	5	2.8081896	492	2.648374	44	45	1	15529	4.478091	0.9536495422645489	0.8528115271970382	1	0.8528115271970382,
48	1305	2361	293	1012	3.6183907985687256	293,192,144,134,113,133,65,66,31,35,23,24,3,15,9,5,2,2,5,3,2,3,3,	22.0	0.4965006835934906	462	2.8246753	75	15	2.8246753	493	2.6470587	46	45	1	15835	4.496744	0.9563493024531619	0.8489827729691213	1	0.8489827729691213,
49	1316	2405	297	1019	3.655015230178833	297,191,153,116,108,138,76,68,37,31,24,21,6,15,7,5,5,6,2,3,2,0,5,	16.0	0.49423510664964965	465	2.8301075	47	2	2.8301075	495	2.6585858	47	45	1	16209	4.516121	0.961119289767936	0.8480748267858454	1	0.8480748267858454,
50	1321	2442	295	1026	3.6971991062164307	295,196,144,125,94,136,93,68,33,31,25,25,5,17,7,3,7,5,3,0,2,2,5,	25.0	0.48756131963466265	461	2.8655097	76	15	2.8655097	496	2.6633065	47	45	1	16641	4.5248523	0.957145664762371	0.8429914725983516	1	0.8429914725983516,
51	1326	2495	290	1036	3.763197660446167	290,204,143,129,97,123,91,76,29,27,33,24,5,14,10,2,7,3,3,5,1,4,3,3,	32.0	0.4840899097187512	460	2.8826087	101	5	2.8826087	494	2.6842105	48	45	1	16982	4.554546	0.9461356380094874	0.8291227746073316	1	0.8291227746073316,
52	1328	2521	290	1038	3.7966866493225098	290,192,151,125,111,116,90,73,32,27,31,27,7,8,15,7,5,5,2,5,1,5,1,2,	32.0	0.48780276897221453	455	2.9186814	98	5	2.9186814	496	2.6774194	49	45	1	17160	4.5559125	0.9483706952829857	0.8237783184518584	1	0.8237783184518584,
53	1332	2551	287	1045	3.8303303718566895	287,193,155,123,106,119,93,70,37,28,25,23,10,16,18,3,4,5,3,2,8,2,2,	28.0	0.49452028083994054	455	2.9274726	90	5	2.9274726	495	2.6909091	50	45	1	17729	4.5537076	0.9527597036142801	0.8312281284608564	1	0.8312281284608564,
54	1338	2564	291	1047	3.8325860500335693	291,195,151,123,118,108,91,70,37,34,21,27,7,14,15,10,6,1,4,8,5,2,	21.0	0.49312960850032683	460	2.9086957	70	5	2.9086957	501	2.6706586	50	45	1	18047	4.552507	0.9574618320146203	0.8241828990632316	1	0.8241828990632316,
55	1339	2595	291	1048	3.8760268688201904	291,185,157,140,102,107,83,77,41,30,25,24,10,17,15,8,5,2,3,6,6,4,1,	20.0	0.5040956666759274	461	2.9045553	50	64	2.9045553	501	2.6726546	52	45	1	18373	4.498959	0.9602316593716241	0.816802283923805	1	0.816802283923805,
56	1341	2586	293	1048	3.856823205947876	293,187,150,135,116,111,74,77,41,40,15,24,19,8,16,6,9,1,6,5,4,2,2,	20.0	0.5033959625313407	462	2.9025974	50	64	2.9025974	502	2.6713147	52	45	1	18755	4.4638195	0.9607817452413474	0.829355701382123	1	0.829355701382123,
57	1345	2626	290	1055	3.904832601547241	290,184,156,128,134,94,80,66,45,46,17,23,20,9,17,6,7,5,7,5,4,1,0,1,	19.0	0.5066189035758144	455	2.956044	49	2	2.956044	501	2.6846306	53	45	1	18979	4.5175595	0.961203478716843	0.8170969866627528	1	0.8170969866627528,
58	1350	2645	290	1060	3.918518543243408	290,170,170,128,128,116,79,47,58,41,20,21,20,8,15,8,4,5,13,3,5,0,0,1,	20.0	0.5184400562257235	454	2.9735682	50	2	2.9735682	497	2.7162979	54	45	1	19508	4.599044	0.960772152758172	0.8246394917113637	1	0.8246394917113637,
59	1350	2667	285	1065	3.951111078262329	285,177,155,134,136,115,75,53,56,37,21,23,16,12,15,6,9,4,8,6,5,1,1,	20.0	0.5111725416539661	447	3.0201342	54	2	3.0201342	492	2.7439024	54	45	1	19548	4.712451	0.9597042776852006	0.8324096580165952	1	0.8324096580165952,
60	1354	2727	285	1069	4.028065204620361	285,171,156,139,126,122,79,54,50,36,25,28,13,11,13,13,6,2,6,5,3,6,4,1,	23.0	0.5119983164662013	445	3.0426967	57	5	3.0426967	487	2.7802875	55	45	1	20129	4.7772374	0.9565349640941365	0.8384861405099072	1	0.8384861405099072,
61	1355	2747	288	1067	4.054612636566162	288,170,159,129,125,139,73,54,53,23,25,33,9,9,18,13,7,1,5,2,5,2,7,5,1,	23.0	0.5132836456772111	449	3.0178173	55	5	3.0178173	486	2.788066	55	45	1	20420	4.7639475	0.9534494326736139	0.8441034856968758	1	0.8441034856968758,
62	1356	2777	276	1080	4.095870018005371	276,185,157,130,116,125,87,61,51,20,25,33,18,7,11,21,5,6,3,2,1,5,5,3,3,	28.0	0.5084803371071117	440	3.081818	70	5	3.081818	478	2.8368201	56	45	1	20680	4.8863974	0.9522074751330073	0.8463814664649129	1	0.8463814664649129,
63	1362	2807	276	1086	4.121879577636719	276,195,148,142,102,124,89,65,47,24,19,38,15,11,12,17,10,1,7,4,2,3,5,2,4,	18.0	0.5094887985117096	443	3.0744922	55	2	3.0744922	481	2.831601	57	45	1	20939	4.934859	0.9517815720762227	0.8446643201655393	1	0.8446643201655393,
64	1366	2824	277	1089	4.134699821472168	277,199,148,130,109,131,85,65,47,23,28,28,17,19,7,17,3,3,7,5,1,0,8,4,1,4,	19.0	0.5044736021752897	443	3.0835214	56	2	3.0835214	482	2.834025	59	45	1	21225	5.059053	0.9497909460793362	0.8438145143007331	1	0.8438145143007331,
65	1370	2813	277	1093	4.106569290161133	277,195,165,112,115,124,96,70,47,18,29,29,19,16,7,16,3,6,6,2,3,1,7,4,0,3,	18.0	0.5102954820180836	450	3.0444446	56	2	3.0444446	483	2.836439	59	45	1	21712	5.165333	0.9536228437139103	0.8283772500562058	1	0.8283772500562058,
66	1368	2816	279	1089	4.116959095001221	279,187,169,110,113,116,100,81,43,17,28,34,19,17,4,14,4,7,6,5,5,2,2,4,2,	17.0	0.5138562496881047	448	3.0535715	57	2	3.0535715	483	2.832298	60	45	1	22157	5.37464	0.954134602192021	0.8398392101949907	1	0.8398392101949907,
67	1376	2821	281	1095	4.100290775299072	281,190,167,112,113,129,94,74,49,18,20,40,13,20,7,7,11,6,3,5,6,3,6,0,2,	17.0	0.5151163660524686	452	3.0442479	55	2	3.0442479	489	2.813906	61	45	1	22368	5.5534043	0.9541370797159718	0.8292967452668314	1	0.8292967452668314,
68	1382	2827	282	1100	4.091172218322754	282,186,184,104,121,106,102,79,44,28,15,43,7,25,6,21,3,0,7,2,2,9,5,1,	18.0	0.5220683312784072	459	3.0108933	65	14	3.0108933	494	2.797571	66	270	1	22600	5.6607537	0.9527622179826631	0.8222857710572743	1	0.8222857710572743,
69	1387	2861	283	1104	4.125450611114502	283,181,176,110,119,117,99,82,47,24,23,27,20,20,9,20,5,2,3,2,5,8,4,1,	13.0	0.5176281920235909	451	3.075388	56	2	3.075388	489	2.8364007	70	270	1	23185	5.8577595	0.9550093392794258	0.8313350203370157	1	0.8313350203370157,
70	1388	2881	284	1104	4.151296615600586	284,181,168,110,121,128,89,76,59,28,16,27,14,27,9,21,3,4,1,7,4,7,2,2,	13.0	0.5189400137110192	452	3.0707965	57	2	3.0707965	490	2.832653	70	270	1	23364	5.876068	0.9551159308837487	0.8272312428638426	1	0.8272312428638426,
71	1395	2891	279	1116	4.144803047180176	279,190,163,112,112,139,93,90,38,28,25,29,9,32,9,19,3,2,1,10,4,7,1,	13.0	0.5220534408055635	455	3.0659342	57	2	3.0659342	488	2.8586066	67	270	1	23628	5.840319	0.9586231246891442	0.8268933237982221	1	0.8268933237982221,
72	1402	2913	279	1123	4.155492305755615	279,193,159,108,120,141,92,89,42,26,28,28,13,21,17,18,3,2,1,11,5,5,1,	12.0	0.5233483435536677	457	3.0678337	58	2	3.0678337	488	2.8729508	64	45	1	24145	5.807685	0.9588453054827569	0.8273318501092862	1	0.8273318501092862,
73	1404	2924	282	1122	4.1652421951293945	282,196,151,117,121,130,102,82,39,33,17,39,8,20,11,26,6,0,1,11,7,2,3,	26.0	0.5182112960969044	456	3.0789473	82	14	3.0789473	488	2.8770492	65	45	1	24431	5.810248	0.9506897022799163	0.8310886741360234	1	0.8310886741360234,
74	1404	2911	277	1127	4.146723747253418	277,193,152,128,133,119,96,82,46,28,19,39,10,13,15,25,6,1,0,10,8,1,2,1,	29.0	0.5178641197969258	448	3.1339285	77	13	3.1339285	483	2.9068322	65	45	1	24886	5.8111367	0.9490390575980103	0.8263235519896865	1	0.8263235519896865,
75	1412	2924	277	1135	4.141643047332764	277,192,161,129,127,125,97,78,49,32,19,33,9,18,16,21,3,1,4,1,12,3,3,1,1,	29.0	0.5178800788600333	445	3.1730337	81	2	3.1730337	487	2.899384	65	45	1	24953	5.8005376	0.9398627519598135	0.8316078690248717	1	0.8316078690248717,
76	1418	2964	270	1148	4.180535793304443	270,199,157,127,121,147,95,78,52,27,19,29,11,12,22,22,3,4,0,1,4,9,6,3,	20.0	0.5187682867932053	441	3.2154195	77	2	3.2154195	486	2.9176955	68	45	1	25259	5.831077	0.943037092887933	0.8354218799229981	1	0.8354218799229981,
77	1425	2943	268	1157	4.130526542663574	268,207,157,131,127,131,110,82,46,28,19,23,8,13,27,17,5,3,1,0,6,10,3,3,	20.0	0.5126741841847224	443	3.2167044	68	2	3.2167044	486	2.9320989	69	45	1	25810	5.815507	0.946948875387376	0.8340932699198476	1	0.8340932699198476,
78	1433	2966	269	1164	4.1395673751831055	269,212,160,132,133,119,106,88,44,32,19,22,8,17,22,14,11,1,2,0,0,5,10,4,3,	29.0	0.5194647463808528	450	3.1844444	88	5	3.1844444	488	2.9364755	71	45	1	26112	5.7780704	0.941994662820577	0.8264668149570163	1	0.8264668149570163,
79	1438	3020	265	1173	4.200278282165527	265,206,168,135,130,125,100,85,47,37,11,29,16,12,12,19,8,8,2,1,1,6,4,6,2,3,	18.0	0.525222498082638	444	3.2387388	71	2	3.2387388	485	2.9649484	73	45	1	26420	5.831378	0.9418545239243917	0.8229356168589105	1	0.8229356168589105,
80	1439	3028	266	1173	4.208477973937988	266,205,166,133,125,130,106,75,54,35,19,29,9,16,10,25,8,4,1,1,0,6,7,7,2,	19.0	0.5209339219130777	444	3.2409909	73	14	3.2409909	467	3.0813704	73	45	1	26876	5.8893423	0.9405639831846866	0.8285291157475199	1	0.8285291157475199,
81	1448	3058	273	1175	4.223756790161133	273,203,164,128,128,134,104,79,59,33,17,29,7,16,10,27,4,8,2,0,1,5,9,4,4,	18.0	0.525020244993988	453	3.1964679	72	2	3.1964679	472	3.0677967	73	45	1	27086	5.9705276	0.9421228817528684	0.8429654219427251	1	0.8429654219427251,
82	1459	3099	272	1187	4.248115062713623	272,213,155,118,148,131,114,63,52,43,24,24,16,12,9,29,4,6,1,2,3,2,10,5,1,2,	17.0	0.5239339033268153	455	3.2065935	73	2	3.2065935	468	3.1175213	75	45	1	27371	6.2339363	0.9428110807377187	0.8618531350243503	1	0.8618531350243503,
83	1459	3094	277	1182	4.241261005401611	277,206,155,120,147,133,118,69,39,50,18,27,13,13,9,29,3,6,3,1,1,5,3,8,5,1,	18.0	0.5287864263287463	459	3.1786492	73	2	3.1786492	472	3.0911016	75	45	1	27762	6.2112637	0.9427966801060823	0.8722426144143693	1	0.8722426144143693,
