TripID	StartLongitude	StartLatitude	Start	EndLongitude	EndLatitude	End
BKLJ80-8x6c3q,-80.19912,25.79924,2013-05-17 22:58:41,-80.19836,25.79912,2013-05-17 23:00:11
BKLJ92-1g0v6b,-80.18846,25.79916,2013-05-17 23:02:10,-80.18846,25.79916,2013-05-17 23:33:11
BDNF17-2x6f1p,-80.13881,25.79136,2013-05-17 23:02:10,-80.20266,25.7504,2013-05-17 23:33:11
362YLN-1m0d6m,-80.19409,25.7819,2013-05-17 23:04:10,-80.20257,25.75023,2013-05-17 23:26:41
BDNF76-6c8l6e,-80.1942,25.76345,2013-05-17 23:07:11,-80.19066,25.77622,2013-05-17 23:17:40
BGDK11-4y7s1y,-80.21735,25.80175,2013-05-17 23:07:11,-80.21171,25.80503,2013-05-17 23:10:41
BDNF51-8h7a1v,-80.21547,25.75926,2013-05-17 23:08:40,-80.21247,25.8099,2013-05-17 23:39:41
BKMB41-1x8u6u,-80.23704,25.74337,2013-05-17 23:09:11,-80.23704,25.74337,2013-05-17 23:11:41
BGDN97-4u5c1m,-80.20455,25.77946,2013-05-17 23:11:10,-80.20456,25.77902,2013-05-17 23:14:41
BJPI29-0n7z8g,-80.2378,25.74134,2013-05-17 23:14:11,-80.19028,25.76187,2013-05-17 23:55:41
BKLJ80-0b8d5d,-80.19836,25.79912,2013-05-17 23:19:11,-80.19277,25.80807,2013-05-17 23:28:11
BKLJ84-5a2r0q,-80.19288,25.76331,2013-05-17 23:22:41,-80.19578,25.76801,2013-05-17 23:31:10
BDNF69-7o6q3q,-80.21534,25.76532,2013-05-17 23:23:41,-80.19276,25.8134,2013-05-17 23:32:41
BGDK04-2t8b8l,-80.14771,25.84542,2013-05-17 23:23:41,-80.147,25.84552,2013-05-18 02:20:10
BELV92-8w1o1u,-80.19914,25.79937,2013-05-17 23:23:41,-80.19835,25.79913,2013-05-17 23:25:41
BKMB45-3d5k8s,-80.23657,25.75825,2013-05-17 23:24:11,-80.23657,25.75825,2013-05-17 23:55:11
BELV92-8c2g3o,-80.19835,25.79913,2013-05-17 23:26:10,-80.19835,25.79913,2013-05-17 23:26:41
BJPI40-8u4m1s,-80.20274,25.81106,2013-05-17 23:32:10,-80.20273,25.81106,2013-05-18 00:12:40
BKMB04-8x8v0a,-80.25281,25.74906,2013-05-17 23:33:11,-80.18914,25.77529,2013-05-17 23:47:41
BGDN98-8h1k3m,-80.19469,25.76057,2013-05-17 23:35:40,-80.23482,25.76493,2013-05-17 23:47:41
BJPI68-4y2h6p,-80.19013,25.77616,2013-05-17 23:37:41,-80.19011,25.77625,2013-05-17 23:50:41
365TAK-3b1j6c,-80.18699,25.77299,2013-05-17 23:50:41,-80.18648,25.79265,2013-05-17 23:57:11
BGDK17-7m5i0n,-80.19846,25.75384,2013-05-17 23:52:41,-80.19846,25.75384,2013-05-17 23:53:10
BGDK17-7k4z3h,-80.19846,25.75384,2013-05-17 23:56:40,-80.18386,25.83723,2013-06-07 15:20:47
BDNF26-5i3z5d,-80.19958,25.79957,2013-05-17 23:58:10,-80.1944,25.78375,2013-05-18 00:07:41
BJPI67-8t3y7w,-80.1943,25.78484,2013-05-18 00:04:11,-80.19067,25.79107,2013-05-18 00:12:11
BDNF22-8e1q8i,-80.19274,25.76374,2013-05-18 00:09:11,-80.18981,25.77344,2013-05-18 00:16:41
BJPI59-6o0f8q,-80.18907,25.75931,2013-05-18 00:10:10,-80.20269,25.7507,2013-05-18 00:16:41
BKMB14-5p5g0e,-80.24357,25.72685,2013-05-18 00:12:11,-80.19578,25.78236,2013-05-18 00:23:40
BDNF22-0d6f4n,-80.18981,25.77344,2013-05-18 00:24:11,-80.23841,25.73545,2013-05-18 00:33:40
BELV92-8d1o0p,-80.19835,25.79913,2013-05-18 00:37:41,-80.242,25.7844,2013-05-18 00:55:11
BDNF40-7t3z8q,-80.25396,25.74903,2013-05-18 00:46:10,-80.13881,25.79136,2013-05-18 01:10:41
BJPI29-3k2w3q,-80.19028,25.76187,2013-05-18 00:52:41,-80.19575,25.76608,2013-05-18 00:58:41
BGDK02-3g6h6g,-80.18606,25.84766,2013-05-18 01:01:41,-80.19391,25.78891,2013-05-18 01:22:41
BKLJ85-4u2w8d,-80.24348,25.7286,2013-05-18 01:07:10,-80.24939,25.73704,2013-05-18 01:20:41
BDNF26-5i8r6x,-80.1944,25.78375,2013-05-18 01:07:41,-80.18373,25.84725,2013-05-18 01:19:11
BDNF04-8a7y7k,-80.20648,25.76408,2013-05-18 01:17:41,-80.20648,25.76408,2013-05-18 01:22:10
BGDK17-6q1s7a,-80.19847,25.75384,2013-05-18 01:17:41,-80.19639,25.75584,2013-05-18 02:21:41
BKMB42-8q4n3h,-80.19577,25.78321,2013-05-18 01:18:11,-80.19263,25.76395,2013-05-18 01:31:11
BDNF26-0g6t8x,-80.18373,25.84725,2013-05-18 01:19:41,-80.18373,25.84725,2013-05-18 01:20:10
BKMB24-6o4i3c,-80.19291,25.76327,2013-05-18 01:20:10,-80.19291,25.76327,2013-05-18 01:21:11
BKLJ85-1u6y6d,-80.24939,25.73704,2013-05-18 01:21:11,-80.24939,25.73704,2013-05-18 01:22:10
BDNF26-8a6e7h,-80.18373,25.84725,2013-05-18 01:21:11,-80.18373,25.84725,2013-05-18 01:22:10
BJPI27-0l2b5o,-80.193,25.76294,2013-05-18 01:22:10,-80.20563,25.76364,2013-05-18 01:32:41
BKMB24-5f1p6s,-80.19291,25.76327,2013-05-18 01:22:10,-80.19291,25.76327,2013-05-18 01:52:10
BJPI60-8i7i8v,-80.21544,25.76555,2013-05-18 01:24:11,-80.24467,25.76394,2013-05-18 01:37:41
BJPI40-4k6o2q,-80.20273,25.81106,2013-05-18 01:30:11,-80.20272,25.81106,2013-05-18 01:40:41
BKLJ98-8n5s0e,-80.13881,25.79136,2013-05-18 01:31:11,-80.19229,25.81867,2013-05-18 01:51:11
BJPI27-3p8a8a,-80.20563,25.76364,2013-05-18 01:33:12,-80.20563,25.76364,2013-05-18 01:33:41
BDNF64-6n6z1w,-80.19982,25.81332,2013-05-18 01:41:41,-80.18841,25.79229,2013-05-18 01:47:11
BJPI29-8c1k3b,-80.19575,25.76608,2013-05-18 01:42:41,-80.19575,25.76608,2013-05-18 01:43:10
BDNF27-1q1d7v,-80.13321,25.77506,2013-05-18 01:42:41,-80.13321,25.77506,2013-05-18 01:43:10
BJPI29-6a6m3j,-80.19575,25.76608,2013-05-18 01:43:41,-80.18984,25.76156,2013-05-18 01:49:41
BDNF27-5v0y0q,-80.13321,25.77506,2013-05-18 01:43:41,-80.18905,25.80494,2013-05-20 09:55:41
BKMB22-8j3v7y,-80.13321,25.77506,2013-05-18 01:45:41,-80.19099,25.77605,2013-05-18 02:09:11
BKLJ88-5d8y6b,-80.21536,25.76532,2013-05-18 01:46:41,-80.21751,25.76408,2013-05-18 02:19:41
BDNF64-1e5y5u,-80.18841,25.79229,2013-05-18 01:48:11,-80.18841,25.79229,2013-05-18 01:48:41
BKMB42-0w1m1m,-80.19263,25.76395,2013-05-18 01:52:10,-80.20439,25.7574,2013-05-18 02:12:41
BDNF78-6u4q8d,-80.13321,25.77506,2013-05-18 01:54:41,-80.23166,25.75811,2013-05-18 02:28:41
BJPI29-3a8g4a,-80.18984,25.76156,2013-05-18 01:56:40,-80.18984,25.76156,2013-05-18 01:58:41
BJPI29-7i0f0j,-80.18984,25.76156,2013-05-18 01:59:11,-80.23597,25.74333,2013-05-18 02:07:41
BKMB24-4b7s1d,-80.19291,25.76327,2013-05-18 02:01:41,-80.18781,25.79331,2013-05-18 02:21:11
BKLJ83-6o2v6l,-80.18988,25.7772,2013-05-18 02:06:11,-80.21191,25.75329,2013-05-18 02:19:41
BJPI32-7a0c5j,-80.20249,25.76263,2013-05-18 02:07:10,-80.19501,25.77156,2013-05-18 02:22:41
