	step	com_id	timeMeanSpeed_mean	timeMeanSpeed_std	timeMeanSpeed_amin	timeMeanSpeed_amax	com_size	degree_mean	degree_std	degree_amin	degree_amax	num_stops	num_stops_mean	num_stops_amin	num_stops_amax	y_amin	y_amax	x_amin	x_amax	speed_mean	speed_std	speed_amin	speed_amax	congested	range	num_stops_count
88	52	1	17.84033333333333	2.039928131481415	13.12	19.13	30	14.6	3.046761989504539	8	20	0	0.0	0	0	7597.5	8124.0	15381.98	16236.59	17.82966666666667	2.0562293635200892	13.12	19.44	0	1003.7731327844957	1003.7731327844957
89	53	1	17.71333333333333	2.0745075582401347	13.16	19.2	30	14.733333333333333	3.0842573949268437	8	20	0	0.0	0	0	7591.15	8107.81	15364.52	16216.85	17.714	2.0974723704563067	12.98	19.2	0	996.6965358121802	996.6965358121802
90	54	1	17.663666666666664	2.1727251017596028	12.96	19.42	30	15.2	2.952497481677223	8	21	0	0.0	0	0	7584.76	8095.3	15346.95	16202.19	17.66333333333333	2.196965514354852	12.95	19.42	0	996.0354156354077	996.0354156354077
91	54	32	19.44		19.44	19.44	1	8.0		8	8	0	0.0	0	0	8138.77	8138.77	16248.69	16248.69	19.44		19.44	19.44	0	0.0	0.0
92	55	1	17.680645161290318	2.262710668621289	13.12	19.28	31	15.419354838709678	3.0306676222507707	8	22	0	0.0	0	0	7578.18	8126.47	15328.84	16234.4	17.672258064516125	2.2832341238944984	12.75	19.43	0	1058.612694851143	1058.612694851143
93	55	33	19.44		19.44	19.44	1	8.0		8	8	0	0.0	0	0	8136.32	8136.32	16250.9	16250.9	19.44		19.44	19.44	0	0.0	0.0
94	56	1	17.503750000000004	2.4176538213730647	12.84	19.42	32	15.375	3.3864054594043917	8	22	0	0.0	0	0	7571.78	8123.71	15311.24	16236.24	17.502187499999998	2.4526032704902483	12.69	19.42	0	1077.149815438874	1077.149815438874
95	57	1	17.524687499999995	2.3463258640870905	12.86	19.33	32	15.75	3.282406670171613	7	22	0	0.0	0	0	7561.84	8107.39	15293.09	16216.34	17.525625	2.3853409000973915	12.74	19.43	0	1072.3876934206212	1072.3876934206212
96	57	34	19.44		19.44	19.44	1	8.0		8	8	0	0.0	0	0	8138.77	8138.77	16248.69	16248.69	19.44		19.44	19.44	0	0.0	0.0
97	58	1	17.401818181818186	2.413915976356467	13.06	19.3	33	15.848484848484848	3.7924366517551427	3	22	0	0.0	0	0	7551.53	8126.32	15275.24	16234.22	17.396060606060605	2.4324228397242624	12.64	19.3	0	1118.045698752962	1118.045698752962
98	58	35	19.44		19.44	19.44	1	9.0		9	9	0	0.0	0	0	8136.32	8136.32	16250.9	16250.9	19.44		19.44	19.44	0	0.0	0.0
99	59	1	17.178787878787873	2.4259118872804812	12.97	19.28	33	15.969696969696969	3.3211900021382443	9	22	0	0.0	0	0	7545.94	8123.82	15455.74	16236.37	17.172727272727276	2.4530876879038344	12.6	19.31	0	971.2509929467262	971.2509929467262
100	59	36	18.55		18.55	18.55	1	1.0		1	1	0	0.0	0	0	7552.35	7552.35	15257.82	15257.82	18.55		18.55	18.55	0	0.0	0.0
101	60	1	17.116969696969697	2.4332636068258418	13.18	19.05	33	15.93939393939394	3.3442057534207015	9	22	0	0.0	0	0	7540.24	8107.36	15449.13	16216.32	17.116666666666664	2.4910585935835927	12.65	19.4	0	954.0469540331862	954.0469540331862
102	60	37	18.3		18.3	18.3	1	0.0		0	0	0	0.0	0	0	7546.1	7546.1	15240.63	15240.63	18.3		18.3	18.3	0	0.0	0.0
103	61	1	16.90818181818182	2.493395594547571	12.54	19.13	33	16.242424242424242	3.2310050973952267	10	22	0	0.0	0	0	7535.49	8094.92	15442.21	16201.75	16.907878787878783	2.5466690960642464	12.32	19.33	0	943.3254668988862	943.3254668988862
104	61	38	19.44		19.44	19.44	1	8.0		8	8	0	0.0	0	0	8138.77	8138.77	16248.69	16248.69	19.44		19.44	19.44	0	0.0	0.0
105	61	39	18.41		18.41	18.41	1	0.0		0	0	0	0.0	0	0	7539.96	7539.96	15223.3	15223.3	18.41		18.41	18.41	0	0.0	0.0
106	62	1	17.02794117647059	2.4253007053943785	13.0	19.22	34	16.294117647058822	3.2893714216208716	9	22	0	0.0	0	0	7533.64	8126.57	15435.2	16234.53	17.018529411764707	2.440702994050951	12.7	19.41	0	995.2358684251684	995.2358684251684
107	62	40	18.31		18.31	18.31	1	0.0		0	0	0	0.0	0	0	7534.4	7534.4	15205.86	15205.86	18.31		18.31	18.31	0	0.0	0.0
108	62	41	19.44		19.44	19.44	1	8.0		8	8	0	0.0	0	0	8136.32	8136.32	16250.9	16250.9	19.44		19.44	19.44	0	0.0	0.0
109	63	1	17.149142857142856	2.485740949340273	13.06	19.15	35	16.114285714285714	3.692372332982977	8	22	0	0.0	0	0	7531.9	8124.09	15428.47	16236.7	17.138571428571428	2.4986645172467497	12.61	19.37	0	1001.9604428319527	1001.9604428319527
110	63	42	18.32		18.32	18.32	1	0.0		0	0	0	0.0	0	0	7528.83	7528.83	15188.42	15188.42	18.32		18.32	18.32	0	0.0	0.0
111	64	1	17.227142857142855	2.5056531042807175	13.08	19.16	35	16.514285714285716	3.415978273207429	10	23	0	0.0	0	0	7531.45	8107.52	15421.54	16216.5	17.227999999999994	2.5208819651766947	12.92	19.4	0	981.742352402095	981.742352402095
112	64	43	18.97		18.97	18.97	1	0.0		0	0	0	0.0	0	0	7523.07	7523.07	15170.36	15170.36	18.97		18.97	18.97	0	0.0	0.0
113	64	44	19.44		19.44	19.44	1	8.0		8	8	0	0.0	0	0	8138.77	8138.77	16248.69	16248.69	19.44		19.44	19.44	0	0.0	0.0
114	65	1	17.08	2.602282514584933	12.8	19.43	36	16.52777777777778	3.533400718135524	9	23	0	0.0	0	0	7532.54	8126.16	15415.0	16234.02	17.081944444444442	2.615002670792892	12.75	19.42	0	1011.5228444281428	1011.5228444281428
115	65	45	18.29		18.29	18.29	1	0.0		0	0	0	0.0	0	0	7517.51	7517.51	15152.95	15152.95	18.29		18.29	18.29	0	0.0	0.0
116	65	46	19.44		19.44	19.44	1	9.0		9	9	0	0.0	0	0	8136.32	8136.32	16250.9	16250.9	19.44		19.44	19.44	0	0.0	0.0
117	66	1	17.145675675675673	2.569597396632576	12.73	19.23	37	16.324324324324323	3.7716342910236174	9	23	0	0.0	0	0	7533.56	8124.32	15409.55	16236.99	17.131891891891893	2.5747015337681205	12.69	19.38	0	1016.6879222258913	1016.6879222258913
